"","X.1","X","�..Reef.ID","Reef.Name","Ocean","Country","State.Province.Island","City.Town","Year","Date","Depth","Organism.Code","S1","S2","S3","S4","Errors.","What.errors.","Average_bleaching","ClimSST","Temperature_Kelvin","Temperature_Mean","Temperature_Minimum","Temperature_Maximum","Temperature_Kelvin_Standard_Deviation","Windspeed","SSTA","SSTA_Standard_Deviation","SSTA_Mean","SSTA_Minimum","SSTA_Maximum","SSTA_Frequency","SSTA_Frequency_Standard_Deviation","SSTA_FrequencyMax","SSTA_FrequencyMean","SSTA_DHW","SSTA_DHW_Standard_Deviation","SSTA_DHWMax","SSTA_DHWMean","TSA","TSA_Standard_Deviation","TSA_Minimum","TSA_Maximum","TSA_Mean","TSA_Frequency","TSA_Frequency_Standard_Deviation","TSA_FrequencyMax","TSA_FrequencyMean","TSA_DHW","TSA_DHW_Standard_Deviation","TSA_DHWMax","TSA_DHWMean","Region","Diversity","rate_of_SST_change","Longitude.Degrees","Latitude.Degrees","optional","kd490_value","PAR_value"
"6545",6545,12862,"114.21.251E.22.19.522N","Bluff Island (Ung Kong Bay)","Pacific","China","Hong Kong","",2012,"21-Sep-12",4,"Bleaching (% of population)",0,0,0,0,FALSE,"",0,297.54,300.75,296.82,284.54,305.25,4.21,5,-0.01,1.28,0,-6.19,4.28,8,5.7,24,10,0,4.8,25.36,4.28,-1.14,4.21,-17.35,3.35,-5.05,0,1.87,8,1,0,1.65,14.21,0.48,"ERG055",91,0.008989899,114.3541944,22.32536111,TRUE,0.166206466657395,NA
"6546",6546,12864,"NSHighEastDam","High Island East Dam","Pacific","China","Hong Kong","",2012,"29-Jul-12",7.5,"Bleaching (% of population)",0,0,0,0,TRUE,"no site description",0,301.54,302.08,296.87,285.26,305.1,4.21,2,0.22,1.35,0,-5.68,7.97,14,5.83,28,10,3.57,5.94,52.14,4.53,0.13,4.21,-16.69,3.14,-5.07,0,1.51,6,1,0,1.3,12.57,0.42,"ERG055",91,0.008989899,114.3765,22.35963889,TRUE,0.0646602080669254,NA
"6547",6547,12866,"114.21.3.8E.22.15.35.7N","Ninepin","Pacific","China","Hong Kong","Hong Kong",2012,"5-Aug-12",3,"Bleaching (% of population)",0,0,0,0,FALSE,"",0,301.15,301.78,296.82,284.54,304.75,4.2,3,-0.08,1.3,0,-6.21,5.07,7,5.49,23,10,0,5.16,32.36,4.37,-0.1,4.2,-17.34,2.86,-5.05,0,1.47,7,1,0,1.23,10.62,0.39,"ERG055",91,0.008989899,114.3510556,22.25991667,TRUE,0.0204126666666883,NA
"6548",6548,12868,"34.56.9.59E.24.57.55.37N","Marsa Um Tondoba North Entrance","Red Sea","Egypt","","Marsa Alam",2013,"21-Apr-13",5,"Bleaching (% of population)",0,0,0,0,FALSE,"",0,262.15,297.2675,298.6025,293.15,304.7025,2.555,4,0.55,0.955,0,-3.1375,3.0875,32.25,7.4925,35.75,7,7.8225,4.0975,24.0875,2.5025,-4.7225,2.555,-8.8325,2.7,-3.3775,9,2.615,10.25,1.5,0,2.1025,17.0925,0.6725,NA,NA,0.013383838,34.936,24.96538889,TRUE,NA,NA
"6549",6549,12870,"98.01.51.36E.10.34.15.7N","Kyunn Phi Lar/Pi La Kyun/Great Swinton Island","Indian","Myanmar","Tanintharyi division","Kawthaung",2013,"16-Apr-13",2.5,"Bleaching (% of population)",0,0,0,0,TRUE,"did not record fish",0,302.68,303.24,301.72,298.11,305.5,1.09,4,0.3,0.87,0,-3.54,2.54,15,5.32,27,6,5.43,3.3,20.49,2.1,0.22,1.09,-4.9,2.48,-1.29,1,1.63,9,1,1.22,1.22,13.21,0.36,"ERG028",383,0.016439394,98.03094444,10.57102778,TRUE,0.105800002813339,NA
"6550",6550,12872,"34.44.40.48E.25.20.3.21N","Sharm Abu Dabab South","Red Sea","Egypt","Red Sea Governorate","Marsa Alam",2013,"12-Jun-13",3.5,"Bleaching (% of population)",0,0,0,0,FALSE,"",0,262.15,299.92,298.4275,292.5425,304.455,2.4975,5,0.32,0.9575,0,-3.5575,2.945,33,7.9675,37,7,7.5225,4.225,23.835,2.515,-1.8725,2.4975,-9.2425,2.6575,-3.355,9.5,2.5625,10.5,1,0,1.9875,16.85,0.6225,"ERG001",310,0.020782828,34.74458333,25.33422222,TRUE,NA,NA
"6551",6551,12874,"34.44.40.48E.25.20.3.21N","Sharm Abu Dabab South","Red Sea","Egypt","Red Sea Governorate","Marsa Alam",2013,"12-Jun-13",8.5,"Bleaching (% of population)",0,0,0,0,FALSE,"",0,262.15,299.92,298.4275,292.5425,304.455,2.4975,5,0.32,0.9575,0,-3.5575,2.945,33,7.9675,37,7,7.5225,4.225,23.835,2.515,-1.8725,2.4975,-9.2425,2.6575,-3.355,9.5,2.5625,10.5,1,0,1.9875,16.85,0.6225,"ERG001",310,0.020782828,34.74458333,25.33422222,TRUE,NA,NA
"6552",6552,12876,"34.47.54.98E.25.14.38.29N","Marsa Shagra South Reef","Red Sea","Egypt","","Marsa Alam",2013,"13-Jun-13",3.5,"Bleaching (% of population)",0,0,0,0,FALSE,"",0,301.58,300.03,298.49,292.86,304.5,2.53,5,0.36,0.99,0,-4.07,3.28,31,8.06,38,7,4.65,4.32,24.15,2.62,-1.87,2.53,-9.03,2.59,-3.4,9,2.48,10,1,0,1.98,16.15,0.64,"ERG001",310,0.020782828,34.79861111,25.24397222,TRUE,NA,NA
"6553",6553,12878,"34.47.54.98E.25.14.38.29N","Marsa Shagra South Reef","Red Sea","Egypt","","Marsa Alam",2013,"13-Jun-13",8.5,"Bleaching (% of population)",0,0,0,0,FALSE,"",0,301.58,300.03,298.49,292.86,304.5,2.53,5,0.36,0.99,0,-4.07,3.28,31,8.06,38,7,4.65,4.32,24.15,2.62,-1.87,2.53,-9.03,2.59,-3.4,9,2.48,10,1,0,1.98,16.15,0.64,"ERG001",310,0.020782828,34.79861111,25.24397222,TRUE,NA,NA
"6554",6554,12880,"34.57.48.5E.24.55.43N","Marsa Nakari North","Red Sea","Egypt","Red Sea Governorate","Marsa Alam",2013,"18-Jun-13",3.5,"Bleaching (% of population)",0,0,0,0,TRUE,"S4 of substrate incomplete so not entered",0,301.67,299.68,298.62,292.77,304.82,2.57,5,-0.23,0.95,0,-2.96,3.53,31,7.47,37,7,2.8,4.09,24.48,2.45,-2.33,2.57,-9.23,2.8,-3.37,9,2.63,10,1,0,2.18,18.23,0.69,"ERG001",310,0.013383838,34.96347222,24.92861111,TRUE,NA,NA
"6555",6555,12882,"34.57.48.5E.24.55.43N","Marsa Nakari North","Red Sea","Egypt","Red Sea Governorate","Marsa Alam",2013,"18-Jun-13",8.5,"Bleaching (% of population)",0,0,0,0,FALSE,"",0,301.67,299.68,298.62,292.77,304.82,2.57,5,-0.23,0.95,0,-2.96,3.53,31,7.47,37,7,2.8,4.09,24.48,2.45,-2.33,2.57,-9.23,2.8,-3.37,9,2.63,10,1,0,2.18,18.23,0.69,"ERG001",310,0.013383838,34.96347222,24.92861111,TRUE,NA,NA
"6556",6556,12884,"34.57.53E.24.55.38N","Marsa Nakari South","Red Sea","Egypt","Red Sea Governorate","Marsa Alam",2013,"18-Jun-13",3.5,"Bleaching (% of population)",0,0,0,0,FALSE,"",0,301.67,299.68,298.62,292.77,304.82,2.57,5,-0.23,0.95,0,-2.96,3.53,31,7.47,37,7,2.8,4.09,24.48,2.45,-2.33,2.57,-9.23,2.8,-3.37,9,2.63,10,1,0,2.18,18.23,0.69,"ERG001",310,0.013383838,34.96472222,24.92722222,TRUE,NA,NA
"6557",6557,12886,"34.57.53E.24.55.38N","Marsa Nakari South","Red Sea","Egypt","Red Sea Governorate","Marsa Alam",2013,"18-Jun-13",8.5,"Bleaching (% of population)",0,0,0,0,FALSE,"",0,301.67,299.68,298.62,292.77,304.82,2.57,5,-0.23,0.95,0,-2.96,3.53,31,7.47,37,7,2.8,4.09,24.48,2.45,-2.33,2.57,-9.23,2.8,-3.37,9,2.63,10,1,0,2.18,18.23,0.69,"ERG001",310,0.013383838,34.96472222,24.92722222,TRUE,NA,NA
"6558",6558,12888,"98.46.3.07E.7.41.29.88N","Viking Bay","Pacific","Thailand","Krabi","Phi Phi Ley",2013,"21-Jun-13",4,"Bleaching (% of population)",0,0,0,0,FALSE,"",0,302.52,302.11,302.58,298.92,306,1.17,3,-0.93,0.98,0,-3.53,2.93,18,5.57,25,8,2.77,3.53,19.6,2.84,-1.58,1.17,-4.76,2.3,-1.1,4,2.29,12,2,2.66,1.52,16.13,0.67,"ERG028",383,0.01520202,98.76752778,7.691638889,TRUE,0.0467935554855627,NA
"6559",6559,12890,"119.52.26.6E.11.29.28.3N","San Miguel MPA","Pacific","Philippines","Palawan","Linapacan",2013,"15-Mar-13",4.7,"Bleaching (% of population)",0,0,0,0,FALSE,"",0,302.04,300.65,301.56,297.82,305.54,1.28,5,0.28,0.86,0,-3.26,4.87,8,4.95,20,5,0,3.22,24.2,2.04,-2.16,1.28,-5,2.72,-1.25,3,2.58,11,1,0,1.85,14.85,0.66,"ERG045",567,0.01770202,119.8740556,11.49119444,TRUE,0.0417646845301731,NA
"6560",6560,12892,"99.50.099E.10.7.366N","Mango Bay","Pacific","Thailand","Suratthani","Koh Tao",2013,"10-Jun-13",4.5,"Bleaching (% of population)",30,0,0,50,FALSE,"",20,302.26,303.98,302.06,297.17,306.79,1.35,7,0.82,0.99,0,-3.7,3.76,15,5.81,26,7,4.45,3.86,24.69,2.71,0.38,1.35,-6.42,3.18,-1.53,2,1.87,8,1,2.15,1.74,18.26,0.51,"ERG050",417,0.016363636,99.83497222,10.12277778,TRUE,0.0488080009818077,NA
"6561",6561,12894,"99.50.099E.10.7.366N","Mango Bay","Pacific","Thailand","Suratthani","Koh Tao",2013,"10-Jun-13",8.5,"Bleaching (% of population)",0,0,0,0,FALSE,"",0,302.26,303.98,302.06,297.17,306.79,1.35,7,0.82,0.99,0,-3.7,3.76,15,5.81,26,7,4.45,3.86,24.69,2.71,0.38,1.35,-6.42,3.18,-1.53,2,1.87,8,1,2.15,1.74,18.26,0.51,"ERG050",417,0.016363636,99.83497222,10.12277778,TRUE,0.0488080009818077,NA
"6562",6562,12896,"80.3.058W.26.16.259N","Abbey Too","Atlantic","USA-FL","","Pompano Beach",2013,"3-Jun-13",13.4,"Bleaching (% of population)",0,0,0,0,FALSE,"",0,302.15,300.86,299.76,294.3,305.17,2.08,3,0.34,0.77,0,-3.31,2.67,2,3.47,16,4,3.02,2.08,13.15,1.28,-1.71,2.08,-8.26,2.59,-2.8,0,0.83,4,0,0,0.62,5.39,0.13,"ERG141",62,0.013989899,-80.05097222,26.27097222,TRUE,0.0384694999083877,NA
"6563",6563,12898,"80.15.29.5W.25.8.34.5N","The Elbow","Atlantic","USA-FL","Florida","Key Largo",2013,"22-Jun-13",6.7,"Bleaching (% of population)",0,0,0,0,FALSE,"",0,302.95,301.65,299.88,293.95,305.64,2.27,5,-0.07,0.84,0,-3.21,2.64,1,4.82,25,5,0,2.46,12.53,1.83,-1.35,2.27,-9.05,2.63,-3.11,0,0.91,4,0,0,0.61,4.92,0.18,"ERG141",62,0.025227272,-80.25819444,25.14291667,TRUE,0.0439499989151955,NA
"6564",6564,12900,"80.20.915W.25.2.046N","French","Atlantic","USA-FL","","Key Largo",2013,"22-Jun-13",10.8,"Bleaching (% of population)",0,0,1,0,FALSE,"",0.25,302.95,301.69,299.87,293.78,305.52,2.3,5,-0.08,0.87,0,-3.68,2.97,3,4.96,26,5,1.01,2.59,14.93,1.91,-1.3,2.3,-9.21,2.52,-3.11,0,1.34,8,0,0,0.93,10.01,0.21,"ERG141",62,0.025227272,-80.34858333,25.03411111,TRUE,0.0376500003039837,NA
"6565",6565,12902,"34.47.52.8E.25.14.47.4N","Marsa Shagra North Reef","Red Sea","Egypt","","Marsa Alam",2013,"17-Jun-13",3.5,"Bleaching (% of population)",0,0,0,0,FALSE,"",0,301.57,300.1,298.48,292.89,304.7,2.53,5,0.44,0.99,0,-4.06,3.27,31,7.98,38,7,4.75,4.32,24.94,2.64,-1.79,2.53,-9,2.8,-3.4,8,2.53,9,1,0,1.99,14.98,0.63,"ERG001",310,0.020782828,34.798,25.2465,TRUE,NA,NA
"6566",6566,12904,"34.47.52.8E.25.14.47.4N","Marsa Shagra North Reef","Red Sea","Egypt","","Marsa Alam",2013,"17-Jun-13",8.5,"Bleaching (% of population)",0,0,0,0,FALSE,"",0,301.57,300.1,298.48,292.89,304.7,2.53,5,0.44,0.99,0,-4.06,3.27,31,7.98,38,7,4.75,4.32,24.94,2.64,-1.79,2.53,-9,2.8,-3.4,8,2.53,9,1,0,1.99,14.98,0.63,"ERG001",310,0.020782828,34.798,25.2465,TRUE,NA,NA
"6567",6567,12906,"69.19.43.88W.19.11.40.4N","Bahia Principe Cayacoa","Atlantic","Dominican Republic","Samana","Samana",2013,"15-Jun-13",8,"Bleaching (% of population)",0,0,0,0,FALSE,"",0,301.69,301.74,300.84,296.23,305.52,1.42,8,0.64,0.91,0,-3.63,3.8,6,4.12,20,6,2.12,2.83,19.74,2.02,-0.75,1.42,-6.25,3.02,-1.64,3,2.05,7,1,0,1.6,13.54,0.52,"ERG138",59,0.016691919,-69.32886111,19.19455556,TRUE,NA,NA
"6568",6568,12908,"76.59.49198W.18.24.720N","Channel Edge","Atlantic","Jamaica","St. Mary","Boscobel",2013,"6-Jun-13",10,"Bleaching (% of population)",0,0,0,0,FALSE,"",0,262.15,302.2933333,301.0666667,297.91,304.8666667,1.18,6,1.293333333,0.673333333,0,-2.886666667,3.316666667,1.666666667,2.873333333,13.33333333,2.333333333,0.336666667,1.596666667,10.23333333,0.903333333,-0.286666667,1.18,-4.663333333,2.276666667,-1.5,0.333333333,1.306666667,5.333333333,0,0,0.913333333,6.743333333,0.266666667,"ERG139",59,0.013358586,-76.99152778,18.412,TRUE,0.0195330008864403,NA
"6569",6569,12910,"76.56.833W.18.24.718N","Golden Eye Beach Bar","Atlantic","Jamaica","St. Mary","Oracabessa",2013,"5-Jun-13",8,"Bleaching (% of population)",0,0,0,0,FALSE,"",0,262.15,302.4,301.0966667,298.1333333,304.9033333,1.2,6,1.386666667,0.696666667,0,-2.743333333,3.313333333,1.666666667,3.21,14.33333333,3,0.336666667,1.743333333,10.42333333,1.04,-0.25,1.2,-4.51,2.243333333,-1.543333333,1,1.37,5,0,0,0.983333333,6.38,0.276666667,"ERG139",59,0.013358586,-76.94722222,18.41197222,TRUE,0.0199999995529652,NA
"6570",6570,12912,"76.56.540W.18.24.833N","Rock Edge","Atlantic","Jamaica","St. Mary","Oracabessa",2013,"5-Jun-13",10,"Bleaching (% of population)",0,0,0,0,FALSE,"",0,301.72,302.83,301.1,298.22,304.69,1.2,6,1.81,0.7,0,-2.62,2.74,2,2.99,14,3,0,1.67,11.07,1.03,0.17,1.2,-4.44,2.02,-1.55,2,1.33,5,0,0,0.93,6.22,0.26,"ERG139",59,0.013358586,-76.94233333,18.41388889,TRUE,0.0199999995529652,NA
"6571",6571,12914,"130.0.941E.0.10.056N","Wayag","Pacific","Indonesia","Raja Ampat","",2013,"2-Jun-13",3,"Bleaching (% of population)",0,0,0,0,FALSE,"",0,301.77,303.63,301.95,298.54,305.2,0.85,2,1.41,0.81,0,-3.32,2.96,8,5.46,30,5,3.77,2.8,19.74,1.82,1.28,0.85,-3.8,2.84,-0.39,6,2.9,15,2,2.28,1.47,11.27,0.81,"ERG042",567,0.01520202,130.0156944,0.167611111,TRUE,0.061599999666214,NA
"6572",6572,12916,"76.56.911W.18.24.650N","Outer Bank","Atlantic","Jamaica","St. Mary","Oracabessa",2013,"6-Jun-13",4,"Bleaching (% of population)",0,0,0,0,FALSE,"",0,262.15,302.4,301.0966667,298.1333333,304.9033333,1.2,6,1.386666667,0.696666667,0,-2.743333333,3.313333333,1.666666667,3.21,14.33333333,3,0.336666667,1.743333333,10.42333333,1.04,-0.25,1.2,-4.51,2.243333333,-1.543333333,1,1.37,5,0,0,0.983333333,6.38,0.276666667,"ERG139",59,0.013358586,-76.94852778,18.41083333,TRUE,0.0199999995529652,NA
"6573",6573,12918,"73.25.394E.4.18.413N","Banyan Tree House Reef","Indian","Maldives","Central","Male Atoll",2013,"1-Jul-13",5,"Bleaching (% of population)",2,2,2,3,FALSE,"",2.25,301.46,301.85,301.79,298.26,305.32,0.84,4,0.22,0.72,0,-3.34,2.82,7,4.36,23,3,2.63,2.08,13.55,1.19,-0.79,0.84,-4.38,2.67,-0.84,3,1.64,7,0,2.62,1.13,9.53,0.29,"ERG020",292,0.013762626,73.42322222,4.306888889,TRUE,0.0517332780763727,NA
"6574",6574,12920,"73.25.394E.4.18.413N","Banyan Tree House Reef","Indian","Maldives","Central","Male Atoll",2013,"1-Jul-13",8,"Bleaching (% of population)",2,0,0,5,FALSE,"",1.75,301.46,301.85,301.79,298.26,305.32,0.84,4,0.22,0.72,0,-3.34,2.82,7,4.36,23,3,2.63,2.08,13.55,1.19,-0.79,0.84,-4.38,2.67,-0.84,3,1.64,7,0,2.62,1.13,9.53,0.29,"ERG020",292,0.013762626,73.42322222,4.306888889,TRUE,0.0517332780763727,NA
"6575",6575,12922,"72.57.42.7E.4.3.29.4N","Bathala Maagaa","Indian","Maldives","Central","North Ari Atoll",2013,"3-Jul-13",3,"Bleaching (% of population)",0,0,0,5,FALSE,"",1.25,301.59,300.11,301.83,298.48,305.17,0.88,4,-1.55,0.75,0,-3.11,2.61,10,4.37,20,4,0,2.14,15.41,1.4,-2.6,0.88,-4.23,2.46,-0.87,1,1.48,8,0,0,1.11,12.45,0.3,"ERG020",292,0.014217171,72.95711111,4.054888889,TRUE,0.0552560016512871,NA
"6576",6576,12924,"72.57.42.7E.4.3.29.4N","Bathala Maagaa","Indian","Maldives","Central","North Ari Atoll",2013,"3-Jul-13",10,"Bleaching (% of population)",2,1,1,1,FALSE,"",1.25,301.59,300.11,301.83,298.48,305.17,0.88,4,-1.55,0.75,0,-3.11,2.61,10,4.37,20,4,0,2.14,15.41,1.4,-2.6,0.88,-4.23,2.46,-0.87,1,1.48,8,0,0,1.11,12.45,0.3,"ERG020",292,0.014217171,72.95711111,4.054888889,TRUE,0.0552560016512871,NA
"6577",6577,12926,"72.57.42.7E.4.3.29.4N","Bathala Maagaa","Indian","Maldives","Central","North Ari Atoll",2013,"3-Jul-13",12,"Bleaching (% of population)",0,0,0,0,FALSE,"",0,301.59,300.11,301.83,298.48,305.17,0.88,4,-1.55,0.75,0,-3.11,2.61,10,4.37,20,4,0,2.14,15.41,1.4,-2.6,0.88,-4.23,2.46,-0.87,1,1.48,8,0,0,1.11,12.45,0.3,"ERG020",292,0.014217171,72.95711111,4.054888889,TRUE,0.0552560016512871,NA
"6578",6578,12928,"79.18.460W.25.39.757N","Turtle Rocks","Atlantic","Bahamas","Bimini","Alice Town",2013,"13-Jun-13",5,"Bleaching (% of population)",2,2,0,1,FALSE,"",1.25,302.8,301.48,300.14,293.79,306.26,2.04,4,-0.08,0.93,0,-4.93,5.09,3,4.17,21,5,1.02,2.42,14.51,1.8,-1.4,2.04,-9.09,3.37,-2.73,1,0.87,3,0,0,0.78,5.79,0.25,"ERG141",62,0.013080808,-79.30766667,25.66261111,TRUE,0.0215499997138977,NA
"6579",6579,12930,"77.13.978W.25.5.580N","Cannonball Reef","Atlantic","Bahamas","New Providence","Nassau",2013,"19-Jul-13",4.5,"Bleaching (% of population)",0,33,100,0,FALSE,"",33.25,302.6,302.7,299.49,293.82,305.48,2.36,4,0.27,0.91,0,-4.13,4.26,2,5.69,29,6,0,3.16,21.21,2.19,-0.06,2.36,-8.93,2.72,-3.26,0,1.07,4,0,0,0.82,5.85,0.22,"ERG141",62,0.014343434,-77.23297222,25.093,TRUE,0.0489999987185001,NA
"6580",6580,12932,"72.45.489E.3.43.804N","Dhigga Thila","Indian","Maldives","Ari","Ari Atoll",2013,"4-Jul-13",5,"Bleaching (% of population)",2,0,0,0,FALSE,"",0.5,301.75,301.49,301.87,298.72,304.9,0.83,4,-0.31,0.7,0,-3.22,2.32,9,3.95,21,3,1.09,1.97,12.72,1.11,-1.17,0.83,-3.93,2.24,-0.78,1,1.65,8,1,1.06,1.09,9.69,0.32,"ERG020",292,0.014267676,72.75813889,3.730055556,TRUE,0.0514841667301024,NA
"6581",6581,12934,"72.45.489E.3.43.804N","Dhigga Thila","Indian","Maldives","Ari","Ari Atoll",2013,"4-Jul-13",8,"Bleaching (% of population)",0,0,0.1,0.2,FALSE,"",0.075,301.75,301.49,301.87,298.72,304.9,0.83,4,-0.31,0.7,0,-3.22,2.32,9,3.95,21,3,1.09,1.97,12.72,1.11,-1.17,0.83,-3.93,2.24,-0.78,1,1.65,8,1,1.06,1.09,9.69,0.32,"ERG020",292,0.014267676,72.75813889,3.730055556,TRUE,0.0514841667301024,NA
"6582",6582,12936,"72.48.312E.4.0.893N","Kuda Falhu","Indian","Maldives","Central","North Ari Atoll",2013,"4-Jul-13",5,"Bleaching (% of population)",1,0,0,0,FALSE,"",0.25,301.61,300.7,301.81,296.98,305.73,0.87,4,-0.96,0.76,0,-4.56,3.14,11,4.77,23,4,0,2.35,13.93,1.3,-1.93,0.87,-5.65,3.09,-0.81,1,1.5,8,0,0,1.07,10,0.3,"ERG020",292,0.014217171,72.80519444,4.014888889,TRUE,0.0741500034928322,NA
"6583",6583,12938,"72.48.312E.4.0.893N","Kuda Falhu","Indian","Maldives","Central","North Ari Atoll",2013,"4-Jul-13",8,"Bleaching (% of population)",0,0,0,0,FALSE,"",0,301.61,300.7,301.81,296.98,305.73,0.87,4,-0.96,0.76,0,-4.56,3.14,11,4.77,23,4,0,2.35,13.93,1.3,-1.93,0.87,-5.65,3.09,-0.81,1,1.5,8,0,0,1.07,10,0.3,"ERG020",292,0.014217171,72.80519444,4.014888889,TRUE,0.0741500034928322,NA
"6584",6584,12940,"72.48.312E.4.0.893N","Kuda Falhu","Indian","Maldives","Central","North Ari Atoll",2013,"4-Jul-13",12,"Bleaching (% of population)",0,0,0,0,FALSE,"",0,301.61,300.7,301.81,296.98,305.73,0.87,4,-0.96,0.76,0,-4.56,3.14,11,4.77,23,4,0,2.35,13.93,1.3,-1.93,0.87,-5.65,3.09,-0.81,1,1.5,8,0,0,1.07,10,0.3,"ERG020",292,0.014217171,72.80519444,4.014888889,TRUE,0.0741500034928322,NA
"6585",6585,12942,"72.59.356E.4.15.379N","Rasdhoo Madivaru Beyru","Indian","Maldives","Central","Rasdhoo",2013,"3-Jul-13",6,"Bleaching (% of population)",0.002,0,0,0,FALSE,"",5e-04,301.92,301.42,301.88,298.51,305.11,0.91,4,-0.76,0.86,0,-3.76,2.96,10,4.65,21,5,3.85,2.84,17.3,1.9,-0.87,0.91,-3.77,2.81,-0.4,4,2.96,13,2,3.72,2.09,15.59,0.89,"ERG020",292,0.014217171,72.98927778,4.256305556,TRUE,0.0517521495957643,NA
"6586",6586,12944,"72.59.356E.4.15.379N","Rasdhoo Madivaru Beyru","Indian","Maldives","Central","Rasdhoo",2013,"3-Jul-13",6.1,"Bleaching (% of population)",0,0,0,0,FALSE,"",0,301.92,301.42,301.88,298.51,305.11,0.91,4,-0.76,0.86,0,-3.76,2.96,10,4.65,21,5,3.85,2.84,17.3,1.9,-0.87,0.91,-3.77,2.81,-0.4,4,2.96,13,2,3.72,2.09,15.59,0.89,"ERG020",292,0.014217171,72.98927778,4.256305556,TRUE,0.0517521495957643,NA
"6587",6587,12946,"72.59.356E.4.15.379N","Rasdhoo Madivaru Beyru","Indian","Maldives","Central","Rasdhoo",2013,"3-Jul-13",12,"Bleaching (% of population)",2,1,0.1,0,FALSE,"",0.775,301.92,301.42,301.88,298.51,305.11,0.91,4,-0.76,0.86,0,-3.76,2.96,10,4.65,21,5,3.85,2.84,17.3,1.9,-0.87,0.91,-3.77,2.81,-0.4,4,2.96,13,2,3.72,2.09,15.59,0.89,"ERG020",292,0.014217171,72.98927778,4.256305556,TRUE,0.0517521495957643,NA
"6588",6588,12948,"147.38.10W.14.58.32S","The Aquarium","Pacific","French Polynesia","Rangiroa","Tiputa",2013,"21-Jun-13",7,"Bleaching (% of population)",5,10,5,10,FALSE,"",7.5,299.68,300.84,301.07,297.48,305.08,1.12,6,0.36,0.7,0,-3.06,2.99,2,3.29,16,3,1.94,1.86,12.3,1.08,-1.29,1.12,-4.65,2.95,-1.05,2,1.51,8,1,1.53,1.06,7.93,0.41,"ERG116",117,0.001060606,-147.6361111,-14.97555556,TRUE,0.0417830012738705,NA
"6589",6589,12950,"77.56.841W.18.27.982N","Sunset Beach Mooring","Atlantic","Jamaica","St. James","Montego Bay",2013,"4-Jul-13",6,"Bleaching (% of population)",0,0,0,0,FALSE,"",0,302.39,301.36,301.12,297.98,304.66,1.16,7,-0.47,0.7,0,-3.52,2.22,7,4.21,18,4,5.81,2.23,11.57,1.22,-1.07,1.16,-4.46,2.22,-1.31,1,1.84,7,1,0,1.28,8.23,0.4,"ERG139",59,0.014696969,-77.94736111,18.46636111,TRUE,0.0265999995172024,NA
"6590",6590,12952,"77.56.026W.18.29.693N","Sergeant Major","Atlantic","Jamaica","St. James","Montego Bay",2013,"4-Jul-13",5,"Bleaching (% of population)",0,0,0,0,FALSE,"",0,302.39,301.36,301.12,297.98,304.66,1.16,7,-0.47,0.7,0,-3.52,2.22,7,4.21,18,4,5.81,2.23,11.57,1.22,-1.07,1.16,-4.46,2.22,-1.31,1,1.84,7,1,0,1.28,8.23,0.4,"ERG139",59,0.014696969,-77.93377778,18.49488889,TRUE,0.0204000007361174,NA
"6591",6591,12954,"77.21.438W.18.27.814N","Pear Tree Bottom","Atlantic","Jamaica","St. Ann","Runaway Bay",2013,"17-Jul-13",5,"Bleaching (% of population)",0,0,1,1,FALSE,"",0.5,302.36,301.89,301.07,298.37,304.92,1.16,6,0.2,0.67,0,-2.83,2.48,2,3.01,12,3,2.2,1.85,10.8,1,-0.62,1.16,-4.13,2.4,-1.43,0,1.81,7,1,0,1.27,9.36,0.37,"ERG139",59,0.014696969,-77.35730556,18.46355556,TRUE,0.0279877140585865,NA
"6592",6592,12956,"78.2.295W.18.8.188N","Peter Tosh Reef","Atlantic","Jamaica","Westmoreland","Savanna-la-mar",2011,"17-Nov-11",7.9,"Bleaching (% of population)",5,5,1,0,FALSE,"",2.75,300.65,302.74,301.41,297.98,305.22,1.1,8,0.83,0.66,0,-3.22,2.56,3,3.51,21,2,2.72,1.72,12.53,0.81,0,1.1,-4.75,2.48,-1.32,2,1.24,6,0,2.64,0.81,6.1,0.25,"ERG139",59,0.017525252,-78.03825,18.13647222,TRUE,0.0295499991625547,NA
"6593",6593,12958,"78.2.295W.18.8.188N","Peter Tosh Reef","Atlantic","Jamaica","Westmoreland","Savanna-la-mar",2013,"25-Jul-13",8,"Bleaching (% of population)",3,1,5,2,FALSE,"",2.75,302.62,302.5,301.41,297.98,305.22,1.1,4,0.48,0.66,0,-3.22,2.56,0,3.51,21,2,0,1.72,12.53,0.81,-0.24,1.1,-4.75,2.48,-1.32,0,1.24,6,0,0,0.81,6.1,0.25,"ERG139",59,0.017525252,-78.03825,18.13647222,TRUE,0.046900000423193,NA
"6594",6594,12960,"77.23.440W.18.28.136N","Dairy Bull","Atlantic","Jamaica","St. Ann","Discovery Bay",2013,"17-Jul-13",9,"Bleaching (% of population)",5,0,0,0,FALSE,"",1.25,302.36,302.05,301.07,298.25,307.67,1.17,6,0.1,0.73,0,-2.96,7.68,5,3.56,14,4,3.44,2.15,10.53,1.26,-0.32,1.17,-4.11,5.29,-1.29,1,2.04,7,1,0,1.51,9.17,0.55,"ERG139",59,0.014696969,-77.39066667,18.46894444,TRUE,0.0279877140585865,NA
